source_id,source_magnitude,source_completeness_above_ref,source_to_end_time_distance,pos_source_to_start_time_distance,l_hat,G
773746,3.1,0.0,12051.372807638889,1459.3728076388888,0.009374125113651122,0.06761691249340707
773748,2.6,0.0,12051.301703587964,1459.301703587963,0.010684975380180753,0.04098184471768863
773760,2.6,0.0,12050.434195023148,1458.434195023148,0.013340577007204034,0.04100450462915707
773770,2.8000000000000003,0.0,12049.610042592592,1457.6100425925927,0.07716153575709625,0.050124851420702846
773782,2.6,0.0,12048.390650810185,1456.3906508101852,0.007898922442638363,0.041057956250643624
773790,2.5,0.0,12047.250516550926,1455.250516550926,0.0,0.0371720424827559
773817,3.2,0.0,12045.38038923611,1453.3803892361111,0.6134023952443192,0.07502596036184707
773842,2.5,0.0,12043.726008680556,1451.7260086805557,0.05138580442272962,0.03725575258201811
773853,2.8000000000000003,0.0,12043.028237847222,1451.0282378472223,0.06975191358193503,0.05033579989842944
773857,3.0,0.0,12042.900274189815,1450.9002741898148,0.11700244182211772,0.06150435563214137
773858,2.9000000000000004,0.0,12042.899914467593,1450.8999144675927,0.007676685274920043,0.055642837834340535
773859,2.6,0.0,12042.8974,1450.8974,0.10866078744184826,0.04120214866161549
773860,3.5,0.0,12042.802436226852,1450.8024362268518,0.30995698904834523,0.10148842661284913
773867,2.6,0.0,12042.081785416667,1450.0817854166667,0.001214464142252236,0.0412236212669406
773870,2.5,0.0,12042.063147800925,1450.063147800926,0.0008977949021532486,0.03729534332180275
773874,2.8000000000000003,0.0,12042.030677662036,1450.030677662037,0.003173552084102712,0.050367885929047125
773897,2.8000000000000003,0.0,12040.359191087962,1448.359191087963,0.06083479989416684,0.05042171601876246
773899,2.6,0.0,12040.156492708333,1448.1564927083334,0.00970208239499261,0.041274373666106284
773904,3.0,0.0,12040.041302893518,1448.0413028935186,0.001763776678163474,0.06161681944358421
773935,3.3000000000000003,0.0,12036.993338657407,1444.9933386574073,0.19784217686760228,0.08337502730950476
773938,2.5,0.0,12036.608571296296,1444.6085712962963,0.026176789218357626,0.03742564619972223
773943,2.8000000000000003,0.0,12036.090164930556,1444.0901649305556,0.2806685933496967,0.05055958492174803
773947,2.7,0.0,12035.945475925926,1443.9454759259258,0.04717436258017424,0.04574535666888143
773952,3.0,0.0,12035.152826736112,1443.1528267361111,0.3390500549184235,0.061809821299310064
773954,2.7,0.0,12035.025133796296,1443.0251337962964,0.18351094743531984,0.04577231616250443
773955,2.5,0.0,12034.763080324074,1442.763080324074,0.5580528555107755,0.03746988454033039
773992,2.7,0.0,12032.41127025463,1440.4112702546297,0.0007683664637059331,0.045849011700174025
774018,2.9000000000000004,0.0,12030.633897337962,1438.633897337963,0.5444606452161297,0.0560813058593341
774022,2.9000000000000004,0.0,12030.224644212964,1438.2246442129629,0.44118591130072704,0.05609602297678013
774025,2.9000000000000004,0.0,12030.074265162037,1438.0742651620371,0.02491582175526154,0.05610143217718639
774053,3.0,0.0,12027.775666666666,1435.7756666666667,0.09321665930665707,0.06210277084749498
774056,2.9000000000000004,0.0,12027.56877523148,1435.5687752314814,0.0050126026358916845,0.056191669136568166
