index,time,longitude,latitude,magnitude,x,y,mc_current,index_from_zero,int_lambd,lambd,lambd_star,LL,TLL,SLL
773746,1981-01-02 15:03:09.420,-118.281,36.043,3.1,210.6257482691738,-113.34875979195756,2.5,0,0.0,0.0,0.0,-inf,-inf,
773748,1981-01-02 16:45:32.810,-118.308,36.051,2.6,211.54608583244288,-115.76496998278668,2.5,1,0.0,0.0,0.0,-inf,-inf,
773760,1981-01-03 13:34:45.550,-120.38,34.581,2.6,52.42882180442496,-307.5076172947705,2.5,2,0.0,0.0,0.0,-inf,-inf,
773770,1981-01-04 09:21:32.320,-115.753,32.174,2.8000000000000003,-219.57039958093412,119.31667584010395,2.5,3,0.0,0.0,0.0,-inf,-inf,
773782,1981-01-05 14:37:27.770,-119.287,34.064,2.6,-7.823668777725252,-208.76254659281628,2.5,4,0.0,0.0,0.0,-inf,-inf,
773790,1981-01-06 17:59:15.370,-114.25,35.376,2.5,139.19314110876158,251.17434168780312,2.5,5,0.0,0.0,0.0,-inf,-inf,
773817,1981-01-08 14:52:14.370,-118.66,33.908,3.2,-26.27399010533371,-151.29478019225743,2.5,6,0.0,0.0,0.0,-inf,-inf,
773842,1981-01-10 06:34:32.850,-118.231,34.109,2.5,-4.475902568018096,-111.44402376947232,2.5,7,0.0,0.0,0.0,-inf,-inf,
773853,1981-01-10 23:19:20.250,-120.187,36.201,2.8000000000000003,231.9698241989667,-284.1387508395057,2.5,8,0.0,0.0,0.0,-inf,-inf,
773857,1981-01-11 02:23:36.310,-120.111,36.133,3.0,224.19696489865763,-277.55821631735364,2.5,9,0.0,0.0,0.0,-inf,-inf,
773858,1981-01-11 02:24:07.390,-120.227,36.064,2.9000000000000004,216.85279036588295,-288.22178596341774,2.5,10,0.0,0.0,0.0,-inf,-inf,
773859,1981-01-11 02:27:44.640,-120.088,36.127,2.6,223.4664996237316,-275.5139793478465,2.5,11,0.0,0.0,0.0,-inf,-inf,
773860,1981-01-11 04:44:29.510,-120.656,36.095,3.5,221.61339686051977,-326.64014082861127,2.5,12,0.0,0.0,0.0,-inf,-inf,
773867,1981-01-11 22:02:13.740,-117.248,34.189,2.6,3.782306720726224,-20.92559094626064,2.5,13,0.0,0.0,0.0,-inf,-inf,
773870,1981-01-11 22:29:04.030,-117.248,34.194,2.5,4.338280971146232,-20.924350744629887,2.5,14,0.0,0.0,0.0,-inf,-inf,
773874,1981-01-11 23:15:49.450,-117.249,34.2,2.8000000000000003,5.005655622574115,-21.01482930574254,2.5,15,0.0,0.0,0.0,-inf,-inf,
773897,1981-01-13 15:22:45.890,-116.659,35.819,2.8000000000000003,185.06526639192137,32.59867476716715,2.5,16,0.0,0.0,0.0,-inf,-inf,
773899,1981-01-13 20:14:39.030,-117.683,35.041,2.6,98.6943231781442,-60.31624017442792,2.5,17,0.0,0.0,0.0,-inf,-inf,
773904,1981-01-13 23:00:31.430,-115.523,33.883,3.0,-29.25478646355305,138.2317939606845,2.5,18,0.0,0.0,0.0,-inf,-inf,
773935,1981-01-17 00:09:35.540,-120.584,35.956,3.3000000000000003,205.928446541981,-320.7310661117701,2.5,19,0.0,0.0,0.0,-inf,-inf,
773938,1981-01-17 09:23:39.440,-117.418,35.26,2.5,122.91970215027116,-36.09357643683051,2.5,20,0.0,0.0,0.0,-inf,-inf,
773943,1981-01-17 21:50:09.750,-117.734,32.882,2.8000000000000003,-141.34240219918135,-66.6322550284572,2.5,21,0.0,0.0,0.0,-inf,-inf,
773947,1981-01-18 01:18:30.880,-120.649,36.004,2.7,211.47407925600305,-326.3830374081592,2.5,22,0.0,0.0,0.0,-inf,-inf,
773952,1981-01-18 20:19:55.770,-116.767,33.489,3.0,-74.04844248659461,23.508643450461932,2.5,23,0.0,0.0,0.0,-inf,-inf,
773954,1981-01-18 23:23:48.440,-115.061,32.253,2.7,-209.773831718826,184.2892722130792,2.5,24,0.0,0.0,0.0,-inf,-inf,
773955,1981-01-19 05:41:09.860,-116.444,34.321,2.5,18.58645602329173,52.94230200217111,2.5,25,0.0,0.0,0.0,-inf,-inf,
773992,1981-01-21 14:07:46.250,-119.654,36.934,2.7,312.08254916584525,-234.1329895386488,2.5,26,0.0,0.0,0.0,-inf,-inf,
774018,1981-01-23 08:47:11.270,-116.609,33.995,2.9000000000000004,-17.73646237673079,37.93586481980381,2.5,27,0.0,0.0,0.0,-inf,-inf,
774022,1981-01-23 18:36:30.740,-117.175,32.034,2.9000000000000004,-235.85526487692715,-14.567414642256828,2.5,28,0.0,0.0,0.0,-inf,-inf,
774025,1981-01-23 22:13:03.490,-115.599,33.113,2.9000000000000004,-114.9728796422393,132.39601885766757,2.5,29,0.0,0.0,0.0,-inf,-inf,
