id,time,longitude,latitude,magnitude,x,y,mc_current,index_from_zero,int_lambd,lambd,lambd_star,LL,TLL,SLL
12041,1971-01-01 20:36:17.720,-119.4328333,33.8986667,2.9000000000000004,-221.84943289582696,-52.43663157428159,2.5,0,0.0,0.0,0.0,-inf,-inf,
12042,1971-01-02 02:19:13.010,-117.6161667,35.7258333,2.7,-18.10861160852965,112.7117169743081,2.5,1,0.0,0.0,0.0,-inf,-inf,
12043,1971-01-02 02:37:49.820,-117.5948333,35.7551667,3.0,-14.822202095079,114.59504956806674,2.5,2,0.0,0.0,0.0,-inf,-inf,
12044,1971-01-02 06:27:39.120,-120.2818333,35.8381667,3.3000000000000003,-5.411128628901804,-127.73084679299616,2.5,3,0.0,0.0,0.0,-inf,-inf,
12045,1971-01-02 07:59:08.050,-117.6051667,35.671,2.9000000000000004,-24.192889075596,113.78295494262436,2.5,4,0.0,0.0,0.0,-inf,-inf,
12046,1971-01-02 11:19:28.190,-117.5993333,35.7561667,3.1,-14.716272418953295,114.1875797699254,2.5,5,0.0,0.0,0.0,-inf,-inf,
12048,1971-01-05 06:14:45.430,-117.9923333,34.0581667,3.6,-203.91024844089645,80.38588165843824,2.5,6,0.0,0.0,0.0,-inf,-inf,
12050,1971-01-08 23:23:14.940,-116.2936667,34.8461667,3.1,-113.58125981533844,234.61934439057345,2.5,7,0.0,0.0,0.0,-inf,-inf,
12052,1971-01-09 16:52:46.690,-117.5401667,35.7023333,3.0,-20.63140068405559,119.60699550822426,2.5,8,0.0,0.0,0.0,-inf,-inf,
12053,1971-01-11 02:54:54.150,-116.5265,34.2586667,2.8000000000000003,-179.431576169307,214.9066774498711,2.5,9,0.0,0.0,0.0,-inf,-inf,
12054,1971-01-11 15:21:27.610,-121.3333333,34.728,3.7,-126.95885418347908,-225.58476956787047,2.5,10,0.0,0.0,0.0,-inf,-inf,
12055,1971-01-12 13:36:12.360,-115.0816667,32.2566667,2.9000000000000004,-397.8916786794904,355.9001600204586,2.5,11,0.0,0.0,0.0,-inf,-inf,
12056,1971-01-13 07:25:35.940,-115.9826667,31.9446667,3.0,-435.3880809168672,272.12504778136804,2.5,12,0.0,0.0,0.0,-inf,-inf,
12057,1971-01-14 02:28:40.810,-116.7205,33.4555,3.3000000000000003,-269.136836707235,198.975134823036,2.5,13,0.0,0.0,0.0,-inf,-inf,
12058,1971-01-15 13:16:39.100,-115.758,32.5236667,2.8000000000000003,-370.38475515691016,291.4047180017596,2.5,14,0.0,0.0,0.0,-inf,-inf,
12059,1971-01-15 22:33:29.480,-117.6456667,35.7408333,2.6,-16.4743127323059,110.0281963370408,2.5,15,0.0,0.0,0.0,-inf,-inf,
12060,1971-01-16 00:53:53.970,-118.3291667,35.477,3.6,-46.36425178408496,48.50265195692039,2.5,16,0.0,0.0,0.0,-inf,-inf,
12061,1971-01-16 04:09:19.590,-116.4215,33.4715,3.5,-266.7193038332859,226.67224057657705,2.5,17,0.0,0.0,0.0,-inf,-inf,
12062,1971-01-16 05:13:29.230,-118.3095,35.4945,2.8000000000000003,-44.40844463553952,50.27250343816361,2.5,18,0.0,0.0,0.0,-inf,-inf,
12063,1971-01-16 05:33:32.270,-119.9376667,36.0091667,2.9000000000000004,13.20772558850256,-96.50036986573905,2.5,19,0.0,0.0,0.0,-inf,-inf,
12064,1971-01-16 06:59:04.010,-118.2928333,35.4841667,2.7,-45.54877360295838,51.78803699666584,2.5,20,0.0,0.0,0.0,-inf,-inf,
12065,1971-01-17 22:30:31.730,-115.7345,32.58,3.4000000000000004,-364.0531512165484,293.41833176187515,2.5,21,0.0,0.0,0.0,-inf,-inf,
12066,1971-01-18 00:46:42.360,-119.8311667,35.5061667,3.0,-42.82238233989217,-87.47328540342018,2.5,22,0.0,0.0,0.0,-inf,-inf,
12067,1971-01-19 02:36:12.680,-116.7495,33.9638333,3.5,-212.67415523611703,195.103946974399,2.5,23,0.0,0.0,0.0,-inf,-inf,
12068,1971-01-20 12:07:32.510,-115.8656667,32.9465,2.9000000000000004,-323.6807173789636,279.93917054332246,2.5,24,0.0,0.0,0.0,-inf,-inf,
12069,1971-01-20 13:05:22.680,-116.4578333,34.2281667,2.7,-182.6714647739116,221.2977535964837,2.5,25,0.0,0.0,0.0,-inf,-inf,
12070,1971-01-21 01:28:59.470,-116.1488333,32.2488333,3.4000000000000004,-402.0047052819938,255.55704907164497,2.5,26,0.0,0.0,0.0,-inf,-inf,
12071,1971-01-21 03:02:50.130,-117.5958333,35.775,2.6,-12.618077526957885,114.47624195598824,2.5,27,0.0,0.0,0.0,-inf,-inf,
12072,1971-01-21 05:38:20.870,-117.6115,35.7558333,2.8000000000000003,-14.767476786174235,113.09027063422464,2.5,28,0.0,0.0,0.0,-inf,-inf,
12073,1971-01-21 09:31:24.240,-118.4478333,33.8941667,2.6,-222.41896114469944,38.49362140797612,2.5,29,0.0,0.0,0.0,-inf,-inf,
12074,1971-01-22 22:41:26.610,-116.4761667,34.2246667,3.0,-183.1014229809484,219.62175423741664,2.5,30,0.0,0.0,0.0,-inf,-inf,
12075,1971-01-23 00:53:10.800,-118.1476667,36.4603333,3.0,63.08133701153455,64.13419909853488,2.5,31,0.0,0.0,0.0,-inf,-inf,
12076,1971-01-23 09:27:09.270,-116.4828333,34.2235,3.1,-183.24590550740112,219.01199139029404,2.5,32,0.0,0.0,0.0,-inf,-inf,
12077,1971-01-23 22:07:36.680,-115.8098333,32.6423333,4.0,-357.34046947317086,286.1538551414902,2.5,33,0.0,0.0,0.0,-inf,-inf,
12078,1971-01-24 07:47:25.900,-115.7693333,32.554,2.9000000000000004,-367.0451119939839,290.2409405669493,2.5,34,0.0,0.0,0.0,-inf,-inf,
12079,1971-01-26 21:53:51.620,-121.3786667,35.5313333,3.2,-37.537656664155634,-227.4568292017308,2.5,35,0.0,0.0,0.0,-inf,-inf,
12080,1971-01-29 05:36:21.910,-117.1071667,34.1043333,3.0,-197.69568434598844,161.84584687608347,2.5,36,0.0,0.0,0.0,-inf,-inf,
12081,1971-01-31 11:23:06.330,-116.9701667,33.9748333,2.6,-211.8622350786829,174.7304369075653,2.5,37,0.0,0.0,0.0,-inf,-inf,
12082,1971-01-31 12:22:41.990,-120.9368333,36.3285,3.9000000000000004,50.16051086386325,-185.60528997546723,2.5,38,0.0,0.0,0.0,-inf,-inf,
12083,1971-02-01 22:16:05.480,-119.9968333,37.3805,3.7,165.74914048573606,-100.03282266864026,2.5,39,0.0,0.0,0.0,-inf,-inf,
12084,1971-02-02 10:45:22.440,-116.8476667,34.61,2.7,-141.01697536797477,184.6060054326467,2.5,40,0.0,0.0,0.0,-inf,-inf,
12085,1971-02-02 10:48:38.980,-116.864,34.6035,2.8000000000000003,-141.77010989087,183.12589487994688,2.5,41,0.0,0.0,0.0,-inf,-inf,
12086,1971-02-02 12:30:17.160,-116.8783333,34.6278333,2.9000000000000004,-139.0910397281217,181.76032413595783,2.5,42,0.0,0.0,0.0,-inf,-inf,
12087,1971-02-02 15:42:02.410,-117.6395,35.7158333,2.6,-19.247155170602294,110.6194812616363,2.5,43,0.0,0.0,0.0,-inf,-inf,
12088,1971-02-03 22:41:23.510,-117.6096667,35.7541667,2.6,-14.950667898006545,113.25806227627136,2.5,44,0.0,0.0,0.0,-inf,-inf,
12091,1971-02-08 00:38:23.200,-118.2965,35.4955,3.4000000000000004,-44.29050615032646,51.44876355594173,2.5,45,0.0,0.0,0.0,-inf,-inf,
12093,1971-02-08 01:11:23.970,-116.1713333,33.8421667,2.7,-224.9094121441492,248.78039714542277,2.5,46,0.0,0.0,0.0,-inf,-inf,
12094,1971-02-08 05:03:24.420,-118.7611667,35.0853333,3.3000000000000003,-90.04311247255089,9.430055832794608,2.5,47,0.0,0.0,0.0,-inf,-inf,
12095,1971-02-08 21:29:14.720,-115.9785,33.0811667,3.2,-309.0179604509542,268.988376894647,2.5,48,0.0,0.0,0.0,-inf,-inf,
12096,1971-02-09 14:00:41.920,-118.37062729940575,34.41825357153205,6.6000000000000005,-164.1106966648813,45.33461563149556,2.5,49,0.0,0.0,0.0,-inf,-inf,
12097,1971-02-09 14:01:12.450,-118.36884003029095,34.41649329242098,5.800000000000001,-164.30560920414274,45.49954490247882,2.5,50,0.0,0.0,0.0,-inf,-inf,
12098,1971-02-09 14:01:36.840,-118.3717199067978,34.41427997260168,4.2,-164.5530392266263,45.2365590166833,2.5,51,0.0,0.0,0.0,-inf,-inf,
12099,1971-02-09 14:01:40.080,-118.37220958193916,34.41783088072887,4.1000000000000005,-164.15842170931492,45.18969236182956,2.5,52,0.0,0.0,0.0,-inf,-inf,
12100,1971-02-09 14:01:53.040,-118.3694944249413,34.417040362888976,4.5,-164.2450788551903,45.43921014180052,2.5,53,0.0,0.0,0.0,-inf,-inf,
12101,1971-02-09 14:01:54.440,-118.37239707752852,34.41834954926081,4.2,-164.10083428869316,45.1722082057796,2.5,54,0.0,0.0,0.0,-inf,-inf,
12102,1971-02-09 14:01:59.080,-118.368337786796,34.41456169555339,4.1000000000000005,-164.52016091834824,45.54668562111332,2.5,55,0.0,0.0,0.0,-inf,-inf,
12103,1971-02-09 14:02:03.000,-118.40225757516396,34.40958372254927,4.1000000000000005,-165.08877182743046,42.43738708649913,2.5,56,0.0,0.0,0.0,-inf,-inf,
12104,1971-02-09 14:02:29.940,-118.3709787887852,34.41612378215816,4.7,-164.34767854739783,45.3035391812234,2.5,57,0.0,0.0,0.0,-inf,-inf,
12105,1971-02-09 14:02:45.740,-118.3703402749068,34.414956145700984,5.800000000000001,-164.47722059219183,45.3627576356884,2.5,58,0.0,0.0,0.0,-inf,-inf,
12106,1971-02-09 14:02:47.280,-118.333,34.333,3.9000000000000004,-173.57251195550975,48.83677224046372,2.5,59,0.0,0.0,0.0,-inf,-inf,
12107,1971-02-09 14:02:50.140,-118.3694407355264,34.414197469303254,3.7,-164.56116824466113,45.44569981766444,2.5,60,0.0,0.0,0.0,-inf,-inf,
12108,1971-02-09 14:02:59.840,-118.37103927675732,34.41533180921647,3.5,-164.43576927150684,45.29842439588544,2.5,61,0.0,0.0,0.0,-inf,-inf,
12109,1971-02-09 14:03:05.080,-118.37021965007892,34.41742587980696,3.5,-164.2025444680849,45.37246706792168,2.5,62,0.0,0.0,0.0,-inf,-inf,
12110,1971-02-09 14:03:11.080,-118.37150163108922,34.41607117219206,3.5,-164.35376786195116,45.25560255436378,2.5,63,0.0,0.0,0.0,-inf,-inf,
12111,1971-02-09 14:03:25.080,-118.36953792715568,34.4137322520636,4.4,-164.61294248750053,45.43703919265987,2.5,64,0.0,0.0,0.0,-inf,-inf,
12112,1971-02-09 14:03:31.940,-118.3694622757405,34.41435262061843,3.7,-164.54392617339994,45.4436383116766,2.5,65,0.0,0.0,0.0,-inf,-inf,
12113,1971-02-09 14:03:43.340,-118.37217474203509,34.41824442768626,4.1000000000000005,-164.11242165049873,45.19266219893764,2.5,66,0.0,0.0,0.0,-inf,-inf,
12114,1971-02-09 14:04:07.440,-118.36767183983464,34.41754198674058,4.1000000000000005,-164.18846211917102,45.60613487243744,2.5,67,0.0,0.0,0.0,-inf,-inf,
12115,1971-02-09 14:04:19.340,-118.37097693115412,34.41398836057003,3.7,-164.58512478408912,45.30488093984504,2.5,68,0.0,0.0,0.0,-inf,-inf,
12116,1971-02-09 14:04:35.980,-118.36907883486744,34.415700762468695,4.2,-164.39384399404787,45.478073519814856,2.5,69,0.0,0.0,0.0,-inf,-inf,
12117,1971-02-09 14:04:37.640,-118.37188980882578,34.415975884550555,4.1000000000000005,-164.3645408799513,45.22004335043932,2.5,70,0.0,0.0,0.0,-inf,-inf,
12118,1971-02-09 14:04:42.340,-118.37232805739444,34.41804660201039,4.2,-164.13448882273244,45.17870565877683,2.5,71,0.0,0.0,0.0,-inf,-inf,
12119,1971-02-09 14:04:44.080,-118.371206100092,34.41681261142177,4.1000000000000005,-164.27118863993212,45.28230800877045,2.5,72,0.0,0.0,0.0,-inf,-inf,
12120,1971-02-09 14:04:46.000,-118.40160814461956,34.41126704010589,4.2,-164.9013172693982,42.49610452125446,2.5,73,0.0,0.0,0.0,-inf,-inf,
12121,1971-02-09 14:04:49.140,-118.36976644860329,34.41442427227762,3.5,-164.5360986262303,45.41569355532239,2.5,74,0.0,0.0,0.0,-inf,-inf,
12122,1971-02-09 14:05:25.000,-118.39831877686116,34.41254236411681,3.9000000000000004,-164.75808984083366,42.79722788154359,2.5,75,0.0,0.0,0.0,-inf,-inf,
12123,1971-02-09 14:05:34.140,-118.3678025052922,34.417974136752136,3.5,-164.14046967481926,45.59390927476604,2.5,76,0.0,0.0,0.0,-inf,-inf,
12124,1971-02-09 14:05:41.340,-118.36951050010596,34.41810937117511,4.1000000000000005,-164.1262184260955,45.43714727834959,2.5,77,0.0,0.0,0.0,-inf,-inf,
12125,1971-02-09 14:05:52.150,-118.37205753748974,34.41447991431209,4.1000000000000005,-164.53096119023016,45.20547471538392,2.5,78,0.0,0.0,0.0,-inf,-inf,
12126,1971-02-09 14:05:59.140,-118.37227386355544,34.415126651653814,3.9000000000000004,-164.45914642504837,45.18527478604104,2.5,79,0.0,0.0,0.0,-inf,-inf,
12127,1971-02-09 14:06:10.740,-118.37055661355156,34.414856745158865,3.7,-164.48837259075535,45.34296505956221,2.5,80,0.0,0.0,0.0,-inf,-inf,
12128,1971-02-09 14:06:23.080,-118.36835631245424,34.415283766633465,3.7,-164.43987913687465,45.54458787110408,2.5,81,0.0,0.0,0.0,-inf,-inf,
12129,1971-02-09 14:06:46.140,-118.37109532745156,34.41621348041579,3.7,-164.33775797423115,45.292798754799655,2.5,82,0.0,0.0,0.0,-inf,-inf,
12130,1971-02-09 14:07:10.440,-118.37179537887512,34.417510984903764,4.0,-164.19380301533604,45.22786567786419,2.5,83,0.0,0.0,0.0,-inf,-inf,
12131,1971-02-09 14:07:31.360,-118.368,34.4,3.9000000000000004,-166.13918535751603,45.58570932919704,2.5,84,0.0,0.0,0.0,-inf,-inf,
12132,1971-02-09 14:07:43.970,-118.3721272467816,34.418434434683,4.5,-164.09127221661632,45.196915305763255,2.5,85,0.0,0.0,0.0,-inf,-inf,
12133,1971-02-09 14:07:59.240,-118.36863877615352,34.414493578407665,4.0,-164.5278737419166,45.51910993631901,2.5,86,0.0,0.0,0.0,-inf,-inf,
12134,1971-02-09 14:08:03.410,-118.37247238941438,34.417577307142274,4.2,-164.1867377463798,45.16572162765449,2.5,87,0.0,0.0,0.0,-inf,-inf,
12135,1971-02-09 14:08:34.040,-118.36896571328076,34.4171450358402,4.5,-164.23319675245665,45.487655855160114,2.5,88,0.0,0.0,0.0,-inf,-inf,
12136,1971-02-09 14:08:53.720,-118.36864364826656,34.41387022325867,4.6000000000000005,-164.59718963174691,45.51900649962011,2.5,89,0.0,0.0,0.0,-inf,-inf,
12137,1971-02-09 14:09:36.240,-118.37070767135728,34.41407934529762,3.7,-164.57488440722216,45.32953348712458,2.5,90,0.0,0.0,0.0,-inf,-inf,
