target_id,time,longitude,latitude,magnitude,x,y,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
43279,1981-01-01 07:18:06.880,-118.4381667,38.2166667,2.8000000000000003,258.2232087934911,37.2822629627495,2.5,0.0,4.6452739066640936e-07,0.9961496864809709,0.003850313519029131,1.0
43280,1981-01-01 11:09:44.080,-125.3961667,40.416,2.9000000000000004,521.8695807637997,-553.0547126360368,2.5,0.0,4.6452739066640936e-07,0.992756199803589,0.007243800196411148,1.0
43283,1981-01-01 18:22:22.400,-118.57,38.053,4.2,239.98101987062216,25.81868113388707,2.5,0.0,4.6452739066640936e-07,0.9993430485519217,0.0006569514480782194,1.0
43284,1981-01-01 18:25:33.680,-125.5723333,40.6055,2.5,543.9639658206518,-566.3916321795012,2.5,0.0,4.6452739066640936e-07,0.9959995693731294,0.004000430626870507,1.0
43285,1981-01-01 18:46:29.970,-118.4055,38.038,2.6,238.3696551772527,40.23360931024294,2.5,0.0,4.6452739066640936e-07,0.9986908829364626,0.0013091170635375227,1.0
43286,1981-01-01 19:41:37.080,-124.5461667,40.3083333,3.2,505.24096030673206,-481.9229893150248,2.5,0.0,4.6452739066640936e-07,0.9987927963812396,0.0012072036187604008,1.0
43290,1981-01-02 00:42:36.560,-118.8636667,37.5471667,3.2,183.69530477666763,0.100025457028757,2.5,0.0,4.6452739066640936e-07,0.9999088599742686,9.114002573151245e-05,1.0
43294,1981-01-02 04:50:34.850,-122.9226667,38.7041667,2.8000000000000003,319.8274822810333,-352.1535047635654,2.5,0.0,4.6452739066640936e-07,0.5696948158334321,0.430305184166568,1.0
43299,1981-01-02 15:03:09.420,-118.2813333,36.0433333,3.1,16.63345247752278,52.45882859978276,2.5,0.0,4.6452739066640936e-07,0.813138545595615,0.18686145440438492,1.0
43300,1981-01-02 16:45:32.810,-118.3078333,36.0515,2.6,17.527623577883574,50.07108645139964,2.5,0.0,4.6452739066640936e-07,0.9998648510108537,0.00013514898914646233,1.0
43302,1981-01-02 18:12:47.380,-120.5985,39.6776667,3.6,421.95325395574,-148.47100707391087,2.5,0.0,4.6452739066640936e-07,0.24808966171866237,0.7519103382813376,1.0
43306,1981-01-02 22:55:17.660,-124.5281667,40.3088333,3.2,505.2046445756369,-480.3945869774653,2.5,0.0,4.6452739066640936e-07,0.9997118525719407,0.00028814742805921946,1.0
43307,1981-01-02 23:04:54.680,-120.6261667,39.6841667,2.9000000000000004,422.7196258070686,-150.8262365873374,2.5,0.0,4.6452739066640936e-07,0.9998418776696432,0.00015812233035694597,1.0
43311,1981-01-03 03:29:40.200,-118.3938333,38.1196667,2.6,247.45548016365044,41.2102730387095,2.5,0.0,4.6452739066640936e-07,0.9962430995996837,0.0037569004003163748,1.0
43312,1981-01-03 04:44:14.260,-120.5975,36.0385,3.1,17.322015564484847,-155.7869791783958,2.5,0.0,4.6452739066640936e-07,0.9979356166375006,0.0020643833624994267,1.0
43313,1981-01-03 05:41:49.380,-120.5816667,39.6995,2.7,424.3545961603867,-146.9843385903106,2.5,0.0,4.6452739066640936e-07,0.9995641035859606,0.00043589641403934867,1.0
43315,1981-01-03 10:59:16.260,-120.4826667,39.2448333,2.6,373.6522487111248,-139.39479861732485,2.5,0.0,4.6452739066640936e-07,0.9982937403870973,0.001706259612902876,1.0
43316,1981-01-03 13:34:45.550,-120.3805,34.5808333,2.6,-145.08107531337183,-138.76856668656023,2.5,0.0,4.6452739066640936e-07,0.011448110531023431,0.9885518894689767,1.0
43321,1981-01-04 02:22:49.830,-125.1223333,41.7013333,2.8000000000000003,663.0607593138775,-519.9869867917389,2.5,0.0,4.6452739066640936e-07,0.24780136829527782,0.7521986317047222,1.0
43322,1981-01-04 05:11:32.430,-123.4838333,39.7148333,2.7,434.361245816836,-395.2202287108279,2.5,0.0,4.6452739066640936e-07,0.23167711579818745,0.7683228842018124,1.0
43323,1981-01-04 07:42:26.730,-120.5783333,39.7056667,3.2,425.03508787996094,-146.68623116118573,2.5,0.0,4.6452739066640936e-07,0.9998977536687322,0.00010224633126786521,1.0
43326,1981-01-04 08:38:50.820,-124.5996667,41.0868333,3.7,592.0030312399106,-480.98072207779177,2.5,0.0,4.6452739066640936e-07,0.9828145714929766,0.01718542850702341,1.0
43327,1981-01-04 09:21:32.320,-115.7528333,32.1736667,2.8000000000000003,-409.2830043303915,293.0580349627688,2.5,0.0,4.6452739066640936e-07,0.9909632812060764,0.009036718793923662,1.0
43328,1981-01-04 09:29:41.400,-125.306,41.295,3.5,618.9718045865482,-538.472341986424,2.5,0.0,4.6452739066640936e-07,0.6030736940697046,0.3969263059302955,1.0
43329,1981-01-04 09:29:57.650,-123.9833333,40.701,3.4000000000000004,546.1381408931271,-431.7744353452815,2.5,0.0,4.6452739066640936e-07,0.802414108371196,0.19758589162880397,1.0
43336,1981-01-05 02:52:17.420,-122.0638333,37.9611667,2.9000000000000004,234.3980382283804,-280.46466028840695,2.5,0.0,4.6452739066640936e-07,0.9527215016258751,0.04727849837412489,1.0
43337,1981-01-05 08:37:48.890,-124.5838333,40.329,3.3000000000000003,507.730165925234,-484.9699112729792,2.5,0.0,4.6452739066640936e-07,0.9992982336302251,0.0007017663697749954,1.0
43339,1981-01-05 13:14:19.960,-121.0858333,39.8721667,2.6,444.4481670285555,-189.67615009032411,2.5,0.0,4.6452739066640936e-07,0.13598868949192744,0.8640113105080727,1.0
43340,1981-01-05 14:37:27.770,-119.2875,34.0643333,2.6,-203.49511565894784,-38.943374740701934,2.5,0.0,4.6452739066640936e-07,0.052202443161585024,0.947797556838415,1.0
43342,1981-01-05 14:42:14.370,-124.518,41.1583333,2.7,599.5301390347342,-473.6412897470224,2.5,0.0,4.6452739066640936e-07,0.9980620813714425,0.0019379186285574915,1.0
43343,1981-01-05 16:22:07.990,-125.7728333,40.7023333,2.5,555.9431784252696,-582.4710772512714,2.5,0.0,4.6452739066640936e-07,0.7513503797582046,0.24864962024179543,1.0
43344,1981-01-05 23:39:50.810,-118.6625,38.4616667,2.5,285.4016787073369,17.61990274927386,2.5,0.0,4.6452739066640936e-07,0.5836876632344555,0.4163123367655445,1.0
43347,1981-01-06 06:07:44.540,-118.7651667,38.3126667,2.5,268.81953943185084,8.695473348848978,2.5,0.0,4.6452739066640936e-07,0.6223418131792406,0.3776581868207594,1.0
43348,1981-01-06 08:01:10.130,-124.6503333,40.3223333,2.5,507.3336566121417,-490.64881207096414,2.5,0.0,4.6452739066640936e-07,0.9984011414539838,0.0015988585460162744,1.0
43349,1981-01-06 08:03:16.050,-121.993,39.547,3.2,410.48890174659,-268.351896270272,2.5,0.0,4.6452739066640936e-07,0.9529681140180867,0.04703188598191338,1.0
43350,1981-01-06 09:40:25.030,-124.2271667,40.4886667,3.1,523.692808067751,-453.7144038448489,2.5,0.0,4.6452739066640936e-07,0.9709452238217913,0.029054776178208626,1.0
43352,1981-01-06 14:33:28.440,-125.5633333,40.3668333,2.5,517.4034428002599,-567.5874806318596,2.5,0.0,4.6452739066640936e-07,0.9793798248924735,0.020620175107526367,1.0
43353,1981-01-06 19:10:22.040,-118.3818333,38.3093333,2.9000000000000004,268.5505473274681,42.15216112594972,2.5,0.0,4.6452739066640936e-07,0.931983390297953,0.06801660970204722,1.0
43354,1981-01-06 20:22:02.190,-121.277,36.663,2.9000000000000004,88.05252240113865,-215.14334476941187,2.5,0.0,4.6452739066640936e-07,0.9983445414680586,0.0016554585319413432,1.0
43356,1981-01-07 00:46:36.750,-124.5675,40.3163333,2.5,506.23900274446527,-483.6746904843433,2.5,0.0,4.6452739066640936e-07,0.9996939466657427,0.0003060533342572232,1.0
43357,1981-01-07 02:24:58.510,-116.1383333,31.9448333,2.6,-435.77804236751336,257.43041202898337,2.5,0.0,4.6452739066640936e-07,0.9972804699764942,0.002719530023505681,1.0
43362,1981-01-07 11:42:33.000,-121.6161667,36.8735,4.5,112.2597012547186,-244.71755845342605,2.5,0.0,4.6452739066640936e-07,0.9988426438383852,0.0011573561616148797,1.0
43366,1981-01-07 18:34:35.680,-121.5978333,36.8628333,3.0,111.02767321037774,-243.12104255023507,2.5,0.0,4.6452739066640936e-07,0.9999620934819907,3.790651800927819e-05,1.0
43380,1981-01-08 01:37:49.850,-118.3491667,38.293,2.5,266.7492281780313,45.013142721742106,2.5,0.0,4.6452739066640936e-07,0.994404248602337,0.005595751397663015,1.0
43381,1981-01-08 03:02:30.780,-124.5288333,40.3246667,3.0,506.96712685951417,-480.3417172010732,2.5,0.0,4.6452739066640936e-07,0.9992452297135115,0.0007547702864883773,1.0
43384,1981-01-08 07:16:00.700,-118.8916667,37.6576667,2.9000000000000004,195.98267332384196,-2.3653571190684084,2.5,0.0,4.6452739066640936e-07,0.999011400082453,0.0009885999175470476,1.0
43387,1981-01-08 14:52:14.370,-118.6605,33.9081667,3.2,-220.92363691643584,18.857555229876876,2.5,0.0,4.6452739066640936e-07,0.987258187552871,0.012741812447129007,1.0
43389,1981-01-08 18:22:34.790,-122.8051667,38.8033333,2.6,330.42326810276467,-341.4973581981227,2.5,0.0,4.6452739066640936e-07,0.9998329213185534,0.00016707868144674701,1.0
43390,1981-01-08 23:07:52.080,-123.761,40.3641667,3.0,507.70933064493306,-415.0546044008088,2.5,0.0,4.6452739066640936e-07,0.805096281858035,0.19490371814196505,1.0
43392,1981-01-08 23:15:12.790,-123.7578333,40.3618333,2.8000000000000003,507.4360955416426,-414.80033949917447,2.5,0.0,4.6452739066640936e-07,0.9999997693572555,2.306427445326276e-07,1.0
43395,1981-01-09 06:45:51.690,-121.9231667,41.5793333,3.4000000000000004,636.2215152756663,-254.7589128677938,2.5,0.0,4.6452739066640936e-07,0.3214443050902434,0.6785556949097565,1.0
43397,1981-01-09 10:41:04.990,-121.9223333,41.5668333,2.6,634.829681767174,-254.73698450250552,2.5,0.0,4.6452739066640936e-07,0.9999645634586835,3.5436541316504334e-05,1.0
43400,1981-01-09 12:32:41.100,-123.632,40.95,3.6,572.250094815846,-400.706803768652,2.5,0.0,4.6452739066640936e-07,0.660231285214016,0.3397687147859839,1.0
43401,1981-01-09 12:35:22.530,-121.9166667,41.5901667,3.3000000000000003,637.4081038677467,-254.1766012149378,2.5,0.0,4.6452739066640936e-07,0.999960207339917,3.979266008289909e-05,1.0
43402,1981-01-09 12:44:35.780,-121.9198333,41.5593333,3.3000000000000003,633.9891312618599,-254.55722842922165,2.5,0.0,4.6452739066640936e-07,0.999990058468677,9.941531322999363e-06,1.0
43408,1981-01-10 00:36:15.300,-121.9136667,41.5815,3.6,636.4365110633144,-253.95966056144223,2.5,0.0,4.6452739066640936e-07,0.9999776810739546,2.2318926045300022e-05,1.0
43409,1981-01-10 01:15:01.330,-121.9273333,41.5913333,2.6,637.5668623155233,-255.06020560514983,2.5,0.0,4.6452739066640936e-07,0.9999940606905786,5.939309421326036e-06,1.0
