source_id,source_magnitude,source_completeness_above_ref,source_to_end_time_distance,pos_source_to_start_time_distance,l_hat,G
3,0.7000000000000001,0.0,3287.820072685185,365.8200726851852,0.46928311857742744,0.08393775938915636
7,1.2000000000000002,0.0,3287.7779158680555,365.7779158680556,0.161732602814878,0.12637098176013403
8,0.7000000000000001,0.0,3287.759617013889,365.7596170138889,0.026421267818176573,0.08394995746525265
13,0.6000000000000001,0.0,3287.7099533217593,365.70995332175926,0.2277849880252708,0.07736475061237989
15,0.8,0.0,3287.707207685185,365.7072076851852,0.025392829128346582,0.09111804409063141
22,0.9,0.0,3287.6623273611112,365.6623273611111,0.15375605032336542,0.09889639015404325
28,1.4000000000000001,0.0,3287.523256875,365.523256875,0.08501751668799745,0.1489263763611126
29,1.5,0.0,3287.490647766204,365.4906477662037,0.06398061695830913,0.16163479935771136
32,1.4000000000000001,0.0,3287.4034131712965,365.4034131712963,0.12887274629514148,0.14896929628924327
35,0.9,0.0,3287.3569533333334,365.3569533333333,0.034789726466613664,0.09896902768814045
38,0.9,0.0,3287.2061955671297,365.2061955671296,0.15054873560887067,0.09900491555485662
43,0.6000000000000001,0.0,3286.8815927777778,364.88159277777777,0.27284553671753303,0.07751901968600981
52,0.9,0.0,3286.595516921296,364.5955169212963,0.01900620078855871,0.09915047720472896
53,1.8,0.0,3286.571029108796,364.5710291087963,0.08458410389197574,0.2070537825084072
62,1.1,0.0,3286.437830462963,364.43783046296295,0.09890817887681423,0.11682022013588196
63,0.8,0.0,3286.2397894791666,364.2397894791667,0.04924196541048636,0.09144026332358066
65,1.4000000000000001,0.0,3285.973578032407,363.97357803240743,0.12646206402733481,0.1494827280082986
66,1.3,0.0,3285.9407119791667,363.9407119791667,0.9198820070157492,0.13775145381479428
73,1.3,0.0,3285.768641689815,363.76864168981484,0.007678513774978906,0.13780855098350944
74,0.6000000000000001,0.0,3285.7588994212965,363.7588994212963,0.19202200026365013,0.07772880363846171
78,0.7000000000000001,0.0,3285.687417662037,363.68741766203703,0.021450687219646082,0.08436959323332192
83,0.9,0.0,3285.619322974537,363.61932297453706,0.017916952477792226,0.09938379706313757
