id,time,longitude,latitude,magnitude,x,y,mc_current,index_from_zero,int_lambd,lambd,lambd_star,LL,TLL,SLL
3,2008-01-01 04:19:05.720,-116.355667,33.345688,0.7000000000000001,-20.524114062827092,24.043534436761284,0.6,0,0.0,0.0,0.0,-inf,-inf,
7,2008-01-01 05:19:48.069,-116.66389,33.61172,1.2000000000000002,9.02843274136601,-4.572893302145876,0.6,1,0.0,0.0,0.0,-inf,-inf,
8,2008-01-01 05:46:09.090,-116.66279,33.61116,0.7000000000000001,8.966115594689008,-4.4710578750682295,0.6,2,0.0,0.0,0.0,-inf,-inf,
13,2008-01-01 06:57:40.033,-116.725136,33.667522,0.6000000000000001,15.237708874721031,-10.237889219725863,0.6,3,0.0,0.0,0.0,-inf,-inf,
15,2008-01-01 07:01:37.256,-116.66245,33.61113,0.8,8.962765132575182,-4.439573838229993,0.6,4,0.0,0.0,0.0,-inf,-inf,
22,2008-01-01 08:06:14.916,-116.45734,33.50867,0.9,-2.420255908152309,14.571840880020584,0.6,5,0.0,0.0,0.0,-inf,-inf,
28,2008-01-01 11:26:30.606,-116.66301,33.61109,1.4000000000000001,8.958341461442863,-4.491434542661793,0.6,6,0.0,0.0,0.0,-inf,-inf,
29,2008-01-01 12:13:28.033,-116.66298,33.60949,1.5,8.780428283987908,-4.488739656302316,0.6,7,0.0,0.0,0.0,-inf,-inf,
32,2008-01-01 14:19:05.102,-116.995995,33.634079,1.4000000000000001,11.578557266566458,-35.31792566770267,0.6,8,0.0,0.0,0.0,-inf,-inf,
35,2008-01-01 15:25:59.232,-116.40459,33.40771,0.9,-13.637837681430444,19.48521847916708,0.6,9,0.0,0.0,0.0,-inf,-inf,
38,2008-01-01 19:03:04.703,-116.523987,33.475376,0.9,-6.129755808665905,8.395924997123538,0.6,10,0.0,0.0,0.0,-inf,-inf,
43,2008-01-02 02:50:30.384,-116.475784,33.48735,0.6000000000000001,-4.7933698445538,12.864983576776435,0.6,11,0.0,0.0,0.0,-inf,-inf,
52,2008-01-02 09:42:27.338,-116.66246,33.60947,0.9,8.778181987512365,-4.4405853358524565,0.6,12,0.0,0.0,0.0,-inf,-inf,
