source_id,source_magnitude,source_completeness_above_ref,source_to_end_time_distance,pos_source_to_start_time_distance,l_hat,G
101,1.1,0.0,2921.129344097222,365.1293440972222,0.06356673982413147,0.01798945844828405
143,1.4000000000000001,0.0,2920.7764655787037,364.7764655787037,0.048994603165799025,0.02350116720769828
154,1.8,0.0,2920.676574976852,364.67657497685184,0.01684510108774363,0.033521374866851895
253,1.3,0.0,2919.716836354167,363.7168363541667,0.027549966588297357,0.02158151550770735
310,1.0,0.0,2919.4562316666666,363.45623166666667,0.07567323756954371,0.016553413032372694
364,1.3,0.0,2918.9186863310183,362.91868633101853,0.012290235222472015,0.021638354055091527
377,1.1,0.0,2918.817224375,362.817224375,0.188255341558021,0.018126947491022
414,2.4000000000000004,0.0,2918.537271655093,362.5372716550926,0.700077376697919,0.05748003295786669
467,1.5,0.0,2918.2104793171297,362.2104793171296,0.03511474496942348,0.02589902847913329
470,1.1,0.0,2918.2095259375,362.2095259375,0.021091799721770853,0.018163317841559393
472,1.1,0.0,2918.2023967939813,362.2023967939815,0.020554722367092944,0.018163745097313302
473,1.1,0.0,2918.202218796296,362.2022187962963,0.02161986746716456,0.01816375576504149
596,1.9000000000000001,0.0,2917.1625733796295,361.16257337962963,0.004957082360485772,0.03705745779535149
599,1.9000000000000001,0.0,2917.131548634259,361.1315486342593,0.1795495114407606,0.037061255993481666
611,1.0,0.0,2917.0211649768517,361.0211649768519,0.07308484956930295,0.01668694306916794
632,1.4000000000000001,0.0,2916.864038449074,360.8640384490741,0.10494140541100573,0.023806300973048818
633,1.6,0.0,2916.8607195833333,360.8607195833333,0.11087431539393765,0.028427686096748984
639,1.0,0.0,2916.830252662037,360.830252662037,0.053363533616113346,0.016697473071097466
700,1.4000000000000001,0.0,2916.3238550578703,360.3238550578704,0.9288760013764735,0.023848847641865154
706,1.1,0.0,2916.2614019675925,360.2614019675926,0.14928987643114958,0.018280574670829813
789,1.3,0.0,2915.6678516203706,359.66785162037036,0.03515008948607301,0.021871943513620602
876,1.6,0.0,2914.8199309027777,358.8199309027778,0.03376079999112271,0.02862027198915357
1106,1.2000000000000002,0.0,2912.7724728819444,356.77247288194445,0.008019309650141488,0.02020844164615233
