target_id,time,longitude,latitude,magnitude,x,y,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
62397,2009-01-01 03:02:14.503,-115.537047476328,32.553889250490265,1.5,-26.037516658773395,16.84377225923875,1.0,0.0,2.896974460821822e-05,0.9990316514002726,0.0009683485997274311,1.0
62413,2009-01-01 05:02:01.903,-115.53586453174566,32.55103652004886,1.6,-26.354537178684147,16.95518348041557,1.0,0.0,2.896974460821822e-05,0.9998948481819252,0.00010515181807483308,1.0
62419,2009-01-01 05:44:04.985,-115.81508,32.68114,1.1,-11.897882759914236,-9.201674347008792,1.0,0.0,2.896974460821822e-05,0.2796953816034377,0.7203046183965621,1.0
62443,2009-01-01 09:00:47.313,-115.53716693692688,32.55393929957857,1.2000000000000002,-26.031970427179772,16.83256643861751,1.0,0.0,2.896974460821822e-05,0.9999955577048454,4.442295154567641e-06,1.0
62532,2009-01-01 21:45:08.685,-115.53887,32.55673,2.4000000000000004,-25.72192787355794,16.672427824581874,1.0,0.0,2.896974460821822e-05,0.999545632081418,0.0004543679185819126,1.0
62541,2009-01-01 22:38:14.008,-115.53872,32.55643,1.4000000000000001,-25.75526274501472,16.68654199062805,1.0,0.0,2.896974460821822e-05,0.999999108177056,8.918229441240161e-07,1.0
62543,2009-01-01 22:54:36.640,-115.53491,32.55368,1.3,-26.060442659271843,17.04414649706023,1.0,0.0,2.896974460821822e-05,0.9999787154854982,2.1284514501842455e-05,1.0
62544,2009-01-01 22:56:21.507,-115.53914,32.55521,1.7000000000000002,-25.89098654284123,16.64740550260941,1.0,0.0,2.896974460821822e-05,0.9999989299128467,1.0700871532331177e-06,1.0
62562,2009-01-02 01:00:30.590,-115.62447,33.1168,1.4000000000000001,36.544787854542285,8.595467101231574,1.0,0.0,2.896974460821822e-05,0.5544251882532854,0.4455748117467146,1.0
62596,2009-01-02 04:40:03.944,-115.51629,32.55238,1.9000000000000001,-26.20184955769504,18.78957768215269,1.0,0.0,2.896974460821822e-05,0.9997753281761763,0.0002246718238236794,1.0
62668,2009-01-02 12:41:11.382,-115.56743,33.18667,1.1,44.32005970035772,13.896719238363453,1.0,0.0,2.896974460821822e-05,0.9733370671852432,0.026662932814756946,1.0
