source_id,source_magnitude,source_completeness_above_ref,source_to_end_time_distance,pos_source_to_start_time_distance,l_hat,G
19,1.2000000000000002,0.0,2921.7779171180555,365.77791711805554,0.08312615140931272,0.10425335605681853
38,1.0,0.0,2921.7023541550925,365.70235415509256,0.372159041224622,0.08771776636810853
47,1.0,0.0,2921.6623274305557,365.66232743055554,0.20910888189855928,0.08772534478178046
68,1.3,0.0,2921.5232567361113,365.52325673611114,0.03824964356122224,0.1137274793703059
69,1.0,0.0,2921.523218726852,365.52321872685184,0.016972657768883005,0.08775169042844407
76,1.5,0.0,2921.490648761574,365.49064876157405,0.0291234936669401,0.1351976958799792
157,1.1,0.0,2920.631006516204,364.6310065162037,0.07808381607478729,0.09585814476931433
162,1.7000000000000002,0.0,2920.571031574074,364.5710315740741,0.02915117488041992,0.1610294166617255
184,1.1,0.0,2920.4511531944445,364.45115319444443,0.09303188084561058,0.09589540918104333
212,1.5,0.0,2919.9735791203702,363.97357912037035,0.0369857306996842,0.13564156888650425
215,1.3,0.0,2919.9407118865743,363.9407118865741,0.322674835754396,0.11411700513023769
240,2.0,0.0,2919.7686958101854,363.7686958101852,1.0664478851800472,0.20905882108424131
279,1.5,0.0,2919.6028589930556,363.6028589930556,0.5248370424042015,0.13575036996324302
283,1.3,0.0,2919.574304710648,363.57430471064816,0.02223378994718902,0.11420747858011597
296,1.1,0.0,2919.538437696759,363.5384376967593,0.01303120004550858,0.0960848544627655
306,1.0,0.0,2919.493181284722,363.4931812847222,0.011210873389164497,0.08813751590844876
313,1.2000000000000002,0.0,2919.4392847453705,363.43928474537034,0.03148220336061396,0.10478153448908231
331,1.1,0.0,2919.279095092593,363.27909509259257,0.16965018714169058,0.09613878706881414
345,1.2000000000000002,0.0,2919.1652341435183,363.16523414351855,0.03475827402108328,0.1048436923116176
398,1.5,0.0,2918.6500845601854,362.6500845601852,0.20684603343102462,0.1360305997923181
412,1.1,0.0,2918.547285960648,362.54728596064814,0.08156147023771759,0.09629121958446515
424,1.3,0.0,2918.518915,362.518915,0.8258935643527289,0.11446868090726851
460,1.3,0.0,2918.2173480208335,362.21734802083336,0.3930138594272023,0.11454348230847088
572,1.0,0.0,2917.450925300926,361.4509253009259,0.7542040444754756,0.08852824880435865
584,1.6,0.0,2917.357502777778,361.35750277777777,0.006203824114783061,0.1487269841473306
