target_id,time,longitude,latitude,magnitude,x,y,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
62389,2009-01-01 01:36:47.836,-116.48292,33.47276,1.1,-1.022289841408129,1.743406917263106,1.0,0.0,7.470024939807252e-05,0.8487760270725024,0.15122397292749745,1.0
62391,2009-01-01 02:10:09.415,-116.24366,33.01684,1.6,-51.6886686721526,24.060914020652785,1.0,0.0,7.470024939807252e-05,0.9999839596148448,1.6040385155337584e-05,1.0
62398,2009-01-01 03:09:26.661,-116.24322,33.01594,1.2000000000000002,-51.78864243225159,24.10218615574365,1.0,0.0,7.470024939807252e-05,0.9999889041665464,1.1095833453605977e-05,1.0
62436,2009-01-01 08:02:54.237,-116.24303,33.01782,1.0,-51.5795521854014,24.119385291070294,1.0,0.0,7.470024939807252e-05,0.9999559692360609,4.403076393901675e-05,1.0
62437,2009-01-01 08:11:16.183,-116.71183,33.70387,1.1,24.69551126818433,-19.43659124113073,1.0,0.0,7.470024939807252e-05,0.8601015564099714,0.13989844359002854,1.0
62479,2009-01-01 13:06:46.972,-116.43634,33.07008,1.4000000000000001,-45.79651023315503,6.091924241042653,1.0,0.0,7.470024939807252e-05,0.08223456140042733,0.9177654385995727,1.0
62484,2009-01-01 13:51:48.383,-116.2423,33.01606,1.8,-51.77508604332992,24.187933717628585,1.0,0.0,7.470024939807252e-05,0.9999603760029436,3.9623997056342596e-05,1.0
62511,2009-01-01 18:12:47.392,-116.4336,33.47188,1.0,-1.11822743214934,6.318050620172663,1.0,0.0,7.470024939807252e-05,0.9275448253085951,0.07245517469140512,1.0
62533,2009-01-01 22:03:31.054,-116.36559,33.32702,1.5,-17.21971908983917,12.647327498961872,1.0,0.0,7.470024939807252e-05,0.6218104932509334,0.37818950674906665,1.0
62719,2009-01-02 18:18:32.584,-116.73896,33.65572,1.3,19.34689458971353,-21.958522720808947,1.0,0.0,7.470024939807252e-05,0.9801925167737318,0.01980748322626811,1.0
62736,2009-01-02 22:11:01.264,-116.24286,33.01668,1.1,-51.7062749827849,24.135549078614712,1.0,0.0,7.470024939807252e-05,0.9999641712978922,3.582870210777061e-05,1.0
62749,2009-01-03 02:06:47.444,-116.56874,33.48284,1.7000000000000002,0.1004029847593719,-6.215935343239762,1.0,0.0,7.470024939807252e-05,0.9992691119018454,0.0007308880981545089,1.0
62813,2009-01-03 08:19:14.737,-116.24372,33.01634,1.2000000000000002,-51.7442799392709,24.05545667035454,1.0,0.0,7.470024939807252e-05,0.9999723630892279,2.763691077209946e-05,1.0
62852,2009-01-03 12:52:11.901,-116.91313,33.34993,1.3,-14.604919587344847,-38.213815905382056,1.0,0.0,7.470024939807252e-05,0.605380278894896,0.3946197211051041,1.0
62854,2009-01-03 13:41:45.748,-116.70771,33.51803,1.4000000000000001,4.030290989533885,-19.09655013974856,1.0,0.0,7.470024939807252e-05,0.022729333398166046,0.9772706666018339,1.0
62871,2009-01-03 14:53:16.407,-116.83625,33.85145,1.1,41.135875125985294,-30.892907144066317,1.0,0.0,7.470024939807252e-05,0.033546026500062796,0.9664539734999372,1.0
63027,2009-01-04 12:34:42.844,-116.95341,33.99858,2.8000000000000003,57.53703085696233,-41.64041503195631,1.0,0.0,7.470024939807252e-05,0.9982306907963434,0.0017693092036565293,1.0
63041,2009-01-04 13:10:08.439,-116.95309,33.9999,1.3,57.68367896695922,-41.61027158320193,1.0,0.0,7.470024939807252e-05,0.9999915193943677,8.480605632222072e-06,1.0
63100,2009-01-04 21:57:49.271,-116.78424,33.98326,1.4000000000000001,55.77815029394214,-26.049821161854148,1.0,0.0,7.470024939807252e-05,0.9387594071071602,0.06124059289283966,1.0
63109,2009-01-05 01:00:26.322,-116.09518,33.75571,2.0,30.513892621035215,37.58393220277221,1.0,0.0,7.470024939807252e-05,0.9994123272158295,0.0005876727841704043,1.0
63131,2009-01-05 04:09:33.410,-116.30355,33.13495,1.4000000000000001,-38.56765584269915,18.451955865631813,1.0,0.0,7.470024939807252e-05,0.006685318605661071,0.993314681394339,1.0
63192,2009-01-05 13:10:06.912,-116.95351,33.99936,1.4000000000000001,57.6238029699422,-41.64925297268452,1.0,0.0,7.470024939807252e-05,0.9999462557429164,5.3744257083577265e-05,1.0
63204,2009-01-05 14:42:57.419,-116.17196,33.32772,1.4000000000000001,-17.101588346498424,30.63697426564995,1.0,0.0,7.470024939807252e-05,0.2574808943457941,0.742519105654206,1.0
63215,2009-01-05 15:33:44.550,-116.7203,33.95185,1.0,52.27123412686648,-20.161721297452285,1.0,0.0,7.470024939807252e-05,0.9801327134702059,0.01986728652979405,1.0
63303,2009-01-06 07:46:50.371,-116.24249,33.01739,2.1,-51.6272409456073,24.169852073197976,1.0,0.0,7.470024939807252e-05,0.999869571265922,0.00013042873407813696,1.0
63307,2009-01-06 08:04:01.823,-116.83572,33.33596,1.1,-16.184083908412628,-31.028665434985456,1.0,0.0,7.470024939807252e-05,0.9483289423780324,0.05167105762196762,1.0
63354,2009-01-06 12:21:16.638,-116.24251,33.01785,1.4000000000000001,-51.57609594989963,24.167860692451224,1.0,0.0,7.470024939807252e-05,0.9999836504421371,1.6349557862854505e-05,1.0
63386,2009-01-06 19:28:10.318,-116.9541,33.99903,1.0,57.58734656957529,-41.70380390269056,1.0,0.0,7.470024939807252e-05,0.9999326311339041,6.736886609601927e-05,1.0
63387,2009-01-06 19:29:52.977,-116.73607159139416,33.96260677315784,1.8,53.47051723025415,-21.61373671307877,1.0,0.0,7.470024939807252e-05,0.7073427722591112,0.29265722774088887,1.0
63397,2009-01-06 21:09:45.924,-116.21157,33.33763,1.3,-16.010615517822625,26.95383021551421,1.0,0.0,7.470024939807252e-05,0.7876346400580757,0.2123653599419243,1.0
63468,2009-01-07 04:44:22.404,-116.31743,33.9716,1.4000000000000001,54.46117192418692,16.99425910956186,1.0,0.0,7.470024939807252e-05,0.10130566361163604,0.8986943363883639,1.0
63599,2009-01-07 21:06:29.680,-116.81923,33.97586,1.2000000000000002,54.964669649002616,-29.278566976509943,1.0,0.0,7.470024939807252e-05,0.7900736681682717,0.2099263318317283,1.0
63632,2009-01-08 02:20:08.554,-116.44163,33.013,1.3,-52.14381306894968,5.602632090698799,1.0,0.0,7.470024939807252e-05,0.622079992816736,0.3779200071832641,1.0
63726,2009-01-08 11:03:47.287,-116.24189,33.01564,1.1,-51.82169270935981,24.22627786194856,1.0,0.0,7.470024939807252e-05,0.999819592441887,0.0001804075581129932,1.0
63762,2009-01-08 15:25:23.023,-116.45772682439195,33.47460714950749,1.1,-0.8161899290298757,4.080063471431632,1.0,0.0,7.470024939807252e-05,0.9818786288822663,0.018121371117733702,1.0
63764,2009-01-08 15:42:45.533,-116.4567995433314,33.47629926039731,1.7000000000000002,-0.627998977113966,4.165988404254114,1.0,0.0,7.470024939807252e-05,0.999945178126245,5.4821873755002205e-05,1.0
63769,2009-01-08 15:47:51.433,-116.4578484982585,33.47303478236471,1.0,-0.9910339474634484,4.068851930267962,1.0,0.0,7.470024939807252e-05,0.9999762155269132,2.378447308670596e-05,1.0
63773,2009-01-08 15:59:02.543,-116.45523,33.50688,1.6,2.77248809342159,4.310040092838778,1.0,0.0,7.470024939807252e-05,0.9965727673008351,0.0034272326991648685,1.0
63807,2009-01-08 19:27:57.689,-116.70899,33.63376,1.8,16.899109826147267,-19.189486890788032,1.0,0.0,7.470024939807252e-05,0.6640189942253346,0.3359810057746653,1.0
