source_id,source_magnitude,source_completeness_above_ref,source_to_end_time_distance,pos_source_to_start_time_distance,l_hat,G
773746,3.1,0.0,12051.372807638889,1459.3728076388888,0.006158705185893401,0.03991661421907082
773817,3.2,0.0,12045.38038923611,1453.3803892361111,0.10214321217001038,0.044521055826208626
773857,3.0,0.0,12042.900274189815,1450.9002741898148,0.10207438556803773,0.036088914371077294
773860,3.5,0.0,12042.802436226852,1450.8024362268518,0.2668902409636525,0.06122602331147994
773904,3.0,0.0,12040.041302893518,1448.0413028935186,0.0015958813171410352,0.03614873339935355
773935,3.3000000000000003,0.0,12036.993338657407,1444.9933386574073,0.16955459151426874,0.049725964130727114
773952,3.0,0.0,12035.152826736112,1443.1528267361111,0.2019525333778181,0.03625137514521907
774053,3.0,0.0,12027.775666666666,1435.7756666666667,0.0968964655571502,0.03640713449770366
774106,3.1,0.0,12023.920681828704,1431.9206818287037,0.04549699964419511,0.040557280020831844
774127,3.6,0.0,12022.775435416666,1430.7754354166666,0.0956915456431764,0.06884878572505025
774128,3.3000000000000003,0.0,12022.737134837964,1430.737134837963,0.09157125233816141,0.050139892790616404
774148,3.6,0.0,12021.520750462963,1429.520750462963,0.3250757688231483,0.06889916186982446
774151,3.0,0.0,12021.508077777778,1429.5080777777778,0.2901137419931539,0.036540290043732875
774165,3.2,0.0,12021.189491666666,1429.1894916666668,0.08422826177901663,0.04515103622197317
774271,3.0,0.0,12017.431816550927,1425.431816550926,0.05309680755045372,0.03662730002920673
774375,3.0,0.0,12012.039058912038,1420.039058912037,0.07129130395046297,0.03674291093166525
774378,3.4000000000000004,0.0,12011.890396875,1419.890396875,0.07410860934263343,0.05608431623899794
774380,3.4000000000000004,0.0,12011.804784143518,1419.8047841435184,0.006756349105796949,0.05608712493667882
774529,3.1,0.0,12004.549024537037,1412.549024537037,0.005788041228541916,0.04101909668386647
774572,3.1,0.0,12001.368150231481,1409.3681502314814,0.2236101161410444,0.04109571625418307
774578,3.4000000000000004,0.0,12001.044252546297,1409.0442525462963,0.1130425397305467,0.05644191079783617
774610,3.4000000000000004,0.0,11999.74111087963,1407.7411108796296,0.8276870775091627,0.05648511587460515
774615,3.4000000000000004,0.0,11999.453409143518,1407.4534091435185,0.09006432439012853,0.05649466150082378
774628,3.2,0.0,11998.886935069444,1406.8869350694445,0.23299979819371008,0.045744288276369116
