index,time,longitude,latitude,magnitude,x,y,mc_current,index_from_zero,int_lambd,lambd,lambd_star,LL,TLL,SLL
773746,1981-01-02 15:03:09.420,-118.281,36.043,3.1,210.6257482691738,-113.34875979195756,3.0,0,0.0,0.0,0.0,-inf,-inf,
773817,1981-01-08 14:52:14.370,-118.66,33.908,3.2,-26.27399010533371,-151.29478019225743,3.0,1,0.0,0.0,0.0,-inf,-inf,
773857,1981-01-11 02:23:36.310,-120.111,36.133,3.0,224.19696489865763,-277.55821631735364,3.0,2,0.0,0.0,0.0,-inf,-inf,
773860,1981-01-11 04:44:29.510,-120.656,36.095,3.5,221.61339686051977,-326.64014082861127,3.0,3,0.0,0.0,0.0,-inf,-inf,
773904,1981-01-13 23:00:31.430,-115.523,33.883,3.0,-29.25478646355305,138.2317939606845,3.0,4,0.0,0.0,0.0,-inf,-inf,
773935,1981-01-17 00:09:35.540,-120.584,35.956,3.3000000000000003,205.928446541981,-320.7310661117701,3.0,5,0.0,0.0,0.0,-inf,-inf,
773952,1981-01-18 20:19:55.770,-116.767,33.489,3.0,-74.04844248659461,23.508643450461932,3.0,6,0.0,0.0,0.0,-inf,-inf,
774053,1981-01-26 05:23:02.400,-116.186,33.815,3.0,-37.51363395094717,77.09458425732197,3.0,7,0.0,0.0,0.0,-inf,-inf,
774106,1981-01-30 01:54:13.090,-118.476,33.911,3.1,-26.19736864736363,-134.31158497115158,3.0,8,0.0,0.0,0.0,-inf,-inf,
774127,1981-01-31 05:23:22.380,-120.171,36.095,3.6,220.139870569846,-283.0798836570703,3.0,9,0.0,0.0,0.0,-inf,-inf,
774128,1981-01-31 06:18:31.550,-120.151,36.13,3.3000000000000003,223.9748227419881,-281.16002065756544,3.0,10,0.0,0.0,0.0,-inf,-inf,
774148,1981-02-01 11:30:07.160,-116.769,33.487,3.6,-74.27128844938179,23.323710306517423,3.0,11,0.0,0.0,0.0,-inf,-inf,
774151,1981-02-01 11:48:22.080,-116.782,33.499,3.0,-72.93982799667842,22.11501210839664,3.0,12,0.0,0.0,0.0,-inf,-inf,
774165,1981-02-01 19:27:07.920,-116.7814407355264,33.487197469303254,3.2,-74.25208796606398,22.16991019746131,3.0,13,0.0,0.0,0.0,-inf,-inf,
774271,1981-02-05 13:38:11.050,-116.793,33.49,3.0,-73.94289736997052,21.097223662360435,3.0,14,0.0,0.0,0.0,-inf,-inf,
774375,1981-02-10 23:03:45.310,-120.24,36.199,3.0,231.8989359094205,-288.90019467988583,3.0,15,0.0,0.0,0.0,-inf,-inf,
774378,1981-02-11 02:37:49.710,-120.252,36.183,3.4000000000000004,230.15476939326672,-290.03494236754807,3.0,16,0.0,0.0,0.0,-inf,-inf,
774380,1981-02-11 04:41:06.650,-120.289,35.95,3.4000000000000004,204.35853626856715,-294.2117365276509,3.0,17,0.0,0.0,0.0,-inf,-inf,
774529,1981-02-18 10:49:24.280,-118.073,36.722,3.1,285.9102795912766,-93.83702114655078,3.0,18,0.0,0.0,0.0,-inf,-inf,
774572,1981-02-21 15:09:51.820,-116.45217474203508,33.50624442768626,3.1,-72.014070996307,52.69402538861032,3.0,19,0.0,0.0,0.0,-inf,-inf,
774578,1981-02-21 22:56:16.580,-116.763,33.654,3.4000000000000004,-55.70037113130528,23.833763385228483,3.0,20,0.0,0.0,0.0,-inf,-inf,
774610,1981-02-23 06:12:48.020,-120.9,35.226,3.4000000000000004,125.82892888896544,-352.32126652801725,3.0,21,0.0,0.0,0.0,-inf,-inf,
774615,1981-02-23 13:07:05.450,-120.743,36.208,3.4000000000000004,234.4621486715052,-333.97911856667355,3.0,22,0.0,0.0,0.0,-inf,-inf,
774628,1981-02-24 02:42:48.810,-121.671,36.848,3.2,309.0779402241962,-413.80740406550746,3.0,23,0.0,0.0,0.0,-inf,-inf,
774629,1981-02-24 09:11:57.110,-121.907,36.882,3.5,313.86160598184847,-434.6006611614416,3.0,24,0.0,0.0,0.0,-inf,-inf,
774708,1981-02-27 15:11:12.860,-118.592,34.152,3.4000000000000004,0.7581774001460102,-144.6032647854932,3.0,25,0.0,0.0,0.0,-inf,-inf,
774851,1981-03-08 11:11:42.830,-115.594,33.073,3.0,-119.41413208872198,132.9227235157068,3.0,26,0.0,0.0,0.0,-inf,-inf,
774853,1981-03-08 11:17:09.090,-115.595,33.078,3.5,-118.85946047357736,132.82192561868104,3.0,27,0.0,0.0,0.0,-inf,-inf,
774931,1981-03-12 14:06:43.030,-115.547,33.227,3.3000000000000003,-102.2288917079698,137.05895593306582,3.0,28,0.0,0.0,0.0,-inf,-inf,
774944,1981-03-12 23:09:09.080,-114.716,35.913,3.0,197.83809763318263,207.551795508177,3.0,29,0.0,0.0,0.0,-inf,-inf,
774998,1981-03-16 13:10:58.650,-115.377,36.588,3.0,271.7222034215446,146.77381146513306,3.0,30,0.0,0.0,0.0,-inf,-inf,
775018,1981-03-18 06:07:11.920,-117.013,34.078,3.7,-8.583636194741414,0.6904021740909214,3.0,31,0.0,0.0,0.0,-inf,-inf,
775167,1981-04-01 02:05:14.460,-116.816,33.576,3.4000000000000004,-64.38462725443928,18.945327243935264,3.0,32,0.0,0.0,0.0,-inf,-inf,
775303,1981-04-07 06:23:28.250,-116.317,32.928,3.1,-136.23388154691122,65.66318488044489,3.0,33,0.0,0.0,0.0,-inf,-inf,
775429,1981-04-11 21:47:43.440,-118.486,35.354,3.1,134.26525330108782,-132.9111739363849,3.0,34,0.0,0.0,0.0,-inf,-inf,
775581,1981-04-19 08:46:49.620,-117.769,35.835,3.9000000000000004,187.0368746223587,-67.48398090491128,3.0,35,0.0,0.0,0.0,-inf,-inf,
775582,1981-04-19 08:54:04.510,-117.779,35.835,3.4000000000000004,187.04362751626647,-68.3855487266357,3.0,36,0.0,0.0,0.0,-inf,-inf,
775583,1981-04-19 09:02:10.630,-117.756,35.826,4.1000000000000005,186.02748418125225,-66.31936162250729,3.0,37,0.0,0.0,0.0,-inf,-inf,
775584,1981-04-19 09:02:50.520,-117.816,35.816,4.7,184.95671029519,-71.73828431148264,3.0,38,0.0,0.0,0.0,-inf,-inf,
775587,1981-04-19 09:19:56.930,-117.755,35.837,4.0,187.24995906459245,-66.22013804541288,3.0,39,0.0,0.0,0.0,-inf,-inf,
775602,1981-04-20 01:37:42.060,-116.701,33.35,3.5,-89.4874335000462,29.677088898791737,3.0,40,0.0,0.0,0.0,-inf,-inf,
775696,1981-04-22 06:28:50.840,-115.638,33.105,3.5,-115.9118790015022,128.77567195801262,3.0,41,0.0,0.0,0.0,-inf,-inf,
775759,1981-04-23 03:35:27.520,-117.791,35.857,3.4000000000000004,189.49811436244,-69.44842365613934,3.0,42,0.0,0.0,0.0,-inf,-inf,
775764,1981-04-23 06:15:51.250,-115.6,32.749,3.0,-155.44820012265802,132.85446329574845,3.0,43,0.0,0.0,0.0,-inf,-inf,
775855,1981-04-25 02:11:54.610,-115.629,33.102,3.9000000000000004,-116.23416446448384,129.61841309443653,3.0,44,0.0,0.0,0.0,-inf,-inf,
775856,1981-04-25 02:13:36.780,-115.636,33.096,3.0,-116.91010827313016,128.97528698125544,3.0,45,0.0,0.0,0.0,-inf,-inf,
775892,1981-04-25 03:42:40.580,-115.624,33.113,3.0,-115.00474279466442,130.06769923117952,3.0,46,0.0,0.0,0.0,-inf,-inf,
775932,1981-04-25 07:03:13.610,-115.629,33.109,3.9000000000000004,-115.45581734981778,129.6079906463239,3.0,47,0.0,0.0,0.0,-inf,-inf,
776043,1981-04-25 13:36:45.830,-115.635,33.096,3.0,-116.9088553978292,129.0684382497613,3.0,48,0.0,0.0,0.0,-inf,-inf,
776055,1981-04-25 14:35:14.030,-121.261,35.555,3.0,163.71896658404367,-383.5344667130655,3.0,49,0.0,0.0,0.0,-inf,-inf,
776067,1981-04-25 17:24:04.240,-115.63,33.102,3.2,-116.23542274644753,129.52526831827134,3.0,50,0.0,0.0,0.0,-inf,-inf,
776129,1981-04-26 04:27:24.510,-115.632,33.084,3.2,-118.2394008765722,129.36571568702618,3.0,51,0.0,0.0,0.0,-inf,-inf,
776208,1981-04-26 10:58:08.810,-115.626,33.095,3.7,-117.00873124756116,129.90829099342366,3.0,52,0.0,0.0,0.0,-inf,-inf,
776211,1981-04-26 11:04:33.190,-115.627,33.099,3.0,-116.56522250529126,129.8091754038568,3.0,53,0.0,0.0,0.0,-inf,-inf,
776231,1981-04-26 12:00:13.380,-115.628,33.111,3.0,-115.23217330857553,129.69814770298888,3.0,54,0.0,0.0,0.0,-inf,-inf,
776232,1981-04-26 12:01:59.990,-115.629,33.112,3.8000000000000003,-115.1222400202233,129.6035234927888,3.0,55,0.0,0.0,0.0,-inf,-inf,
776233,1981-04-26 12:05:57.330,-115.627,33.096,3.8000000000000003,-116.89879982716886,129.81364796292175,3.0,56,0.0,0.0,0.0,-inf,-inf,
